0,1,2
20190113,0.5,7.0
20190111,0.5,7.5
20190110,0.5,9.0
20190107,0.6666666666666666,7.333333333333333
20190106,1.0,10.0
20190105,0.5625,9.125
20190103,1.0,1.0
20190102,0.6363636363636364,8.0
20190101,0.5833333333333334,6.277777777777778
20181231,0.46153846153846156,6.153846153846154
20181230,0.0,1.0
20181229,1.0,8.0
20181228,0.0,1.0
20181225,0.5,8.666666666666666
20181224,1.0,10.0
20181221,0.5,5.5
20181219,1.0,10.0
20181216,1.0,10.0
20181215,0.0,2.0
20181213,0.25,1.5
20181211,1.0,9.0
20181210,1.0,10.0
20181206,1.0,10.0
20181204,1.0,10.0
20181203,0.0,8.0
20181201,0.0,10.0
20181129,0.0,8.0
20181127,0.5,6.0
20181126,1.0,8.0
20181124,0.75,4.5
20181123,1.0,9.0
20181122,1.0,8.0
20181121,1.0,5.666666666666667
20181119,0.0,1.0
20181117,1.0,8.0
20181116,1.0,6.0
20181110,0.0,7.0
20181109,1.0,10.0
20181108,1.0,8.0
20181105,0.5,8.0
20181102,0.0,1.0
20181101,0.0,10.0
20181030,0.125,1.75
20181028,0.0,3.5
20181027,1.0,10.0
20181025,1.0,10.0
20181024,1.0,6.0
20181022,0.5,2.0
20181020,1.0,10.0
20181016,0.5,6.5
20181015,0.0,2.0
20181013,1.0,10.0
20181010,0.0,5.0
20181007,1.0,10.0
20181006,0.5,10.0
20181005,0.75,8.5
20181004,0.5,8.5
20181003,1.0,6.0
20181002,1.0,10.0
20181001,0.5,10.0
20180930,0.0,1.0
20180927,1.0,8.0
20180926,0.0,2.0
20180922,0.0,7.0
20180921,0.0,6.0
20180920,0.5,1.0
20180917,1.0,9.0
20180916,0.5,10.0
20180915,1.0,10.0
20180913,1.0,10.0
20180910,0.75,6.0
20180909,1.0,8.0
20180907,1.0,10.0
20180905,0.0,1.0
20180904,1.0,8.0
20180901,0.75,5.5
20180831,1.0,9.0
20180830,0.0,1.0
20180826,1.0,10.0
20180825,0.25,3.5
20180824,0.0,9.0
20180823,0.5,7.0
20180822,1.0,10.0
20180820,1.0,10.0
20180819,0.5,6.0
20180816,0.0,7.0
20180815,0.5,8.5
20180814,0.0,1.0
20180809,0.0,1.0
20180808,0.0,2.0
20180805,0.0,4.5
20180804,1.0,10.0
20180803,0.0,8.0
20180801,1.0,7.0
20180730,0.5,10.0
20180728,1.0,9.0
20180726,0.75,7.5
20180725,1.0,10.0
20180724,0.0,4.0
20180723,0.5,9.0
20180722,0.25,8.5
20180719,0.0,5.5
20180718,0.5,4.5
20180716,0.0,1.0
20180715,0.75,5.5
20180714,0.0,3.5
20180713,0.0,2.0
20180710,1.0,9.0
20180708,0.0,1.0
20180706,0.5,7.0
20180705,0.0,4.0
20180704,1.0,8.0
20180703,0.16666666666666666,1.6666666666666667
20180702,0.25,5.5
20180701,0.5,6.0
20180630,1.0,10.0
20180629,0.0,6.0
20180628,1.0,10.0
20180626,0.0,5.0
20180625,0.5,6.0
20180621,0.5,4.5
20180617,0.0,3.0
20180616,0.0,1.0
20180615,1.0,7.0
20180612,0.5,1.0
20180611,0.25,4.0
20180609,0.0,6.0
20180608,0.0,6.0
20180607,0.0,1.0
20180606,0.5,6.0
20180604,0.5,8.0
20180602,0.5,4.666666666666667
20180601,0.25,3.5
20180531,0.0,5.0
20180530,1.0,10.0
20180528,0.5,6.375
20180527,0.5666666666666667,6.533333333333333
20180526,1.0,10.0
20180525,1.0,8.0
20180523,0.5,7.5
20180522,0.5,5.0
20180521,1.0,8.0
20180520,0.5,7.166666666666667
20180519,0.5,6.0
20180517,0.25,8.5
20180516,0.75,6.0
20180515,0.0,5.0
20180513,0.5,7.5
20180512,0.8333333333333334,9.333333333333334
20180510,0.625,8.5
20180509,0.5,7.333333333333333
20180508,0.5,8.0
20180507,0.0,6.2
20180506,0.8333333333333334,9.166666666666666
20180505,0.16666666666666666,2.6666666666666665
20180504,0.5,2.0
20180503,0.25,5.25
20180502,0.75,5.5
20180501,1.0,10.0
20180430,0.6,7.4
20180429,0.75,4.333333333333333
20180428,0.5,8.0
20180427,1.0,7.0
20180426,0.0,4.75
20180425,0.35714285714285715,6.0
20180424,0.5,7.0
20180423,0.8333333333333334,8.333333333333334
20180422,0.5,6.5
20180421,0.75,6.75
20180417,0.25,7.0
20180416,0.5,5.666666666666667
20180415,0.25,5.75
20180414,1.0,10.0
20180413,0.75,10.0
20180411,1.0,10.0
20180410,0.5,8.0
20180408,0.5,8.5
20180407,0.8333333333333334,6.666666666666667
20180406,0.5,9.5
20180405,1.0,1.0
20180404,1.0,9.0
20180403,1.0,2.0
20180401,0.5,8.0
20180331,0.5,6.5
20180330,1.0,9.0
20180329,0.25,6.0
20180327,0.5833333333333334,7.0
