0,1,2,3
20190106,0.3333333333333333,6.0,3
20190105,0.0,8.0,1
20190103,0.5,8.0,1
20181228,0.5,9.0,1
20181227,0.0,10.0,1
20181217,0.5,10.0,1
20181214,1.0,10.0,1
20181213,0.0,1.0,1
20181211,0.5,10.0,1
20181209,1.0,10.0,1
20181206,1.0,10.0,1
20181205,0.0,5.0,1
20181204,1.0,10.0,1
20181202,1.0,10.0,1
20181125,1.0,8.0,1
20181123,1.0,10.0,1
20181120,0.5,10.0,1
20181115,0.25,5.5,2
20181114,1.0,10.0,1
20181109,1.0,8.0,1
20181107,0.5,8.0,1
20181102,1.0,10.0,1
20181028,0.0,8.0,1
20181027,0.5,10.0,1
20181021,1.0,9.0,1
20181020,0.0,1.0,1
20181018,0.5,5.5,2
20181016,0.5,7.0,1
20181014,1.0,8.0,1
20181013,0.0,8.0,1
20181011,1.0,9.0,1
20181010,0.5,9.0,1
20181007,1.0,10.0,2
20181006,0.75,9.0,2
20181001,1.0,10.0,1
20180929,1.0,10.0,1
20180928,1.0,9.0,2
20180927,0.5,10.0,1
20180925,1.0,10.0,1
20180924,0.5,10.0,1
20180921,1.0,10.0,1
20180919,1.0,8.5,2
20180915,0.0,9.0,1
20180914,0.5,8.0,1
20180910,1.0,9.0,1
20180909,1.0,9.0,1
20180906,0.5,9.0,1
20180904,0.5,6.0,1
20180903,0.25,5.0,2
20180902,0.5,8.0,1
20180831,1.0,10.0,1
20180830,1.0,10.0,1
20180828,1.0,9.0,1
20180827,1.0,10.0,1
20180826,0.5,7.0,1
20180825,1.0,10.0,1
20180824,1.0,10.0,1
20180821,0.0,4.0,1
20180820,0.0,1.0,1
20180818,1.0,9.0,1
20180817,0.0,5.0,1
20180816,0.5,6.0,1
20180815,0.5,4.0,1
20180813,0.25,4.5,2
20180811,1.0,8.0,1
20180809,0.75,8.0,2
20180804,0.0,1.0,1
20180802,1.0,8.0,1
20180801,1.0,10.0,1
20180731,1.0,7.0,1
20180729,0.5,8.5,2
20180728,0.0,2.0,1
20180727,0.0,6.5,2
20180726,1.0,8.0,1
20180725,1.0,8.0,1
20180724,0.5,7.5,2
20180722,1.0,9.0,4
20180720,0.5,5.0,2
20180718,0.25,7.5,2
20180717,0.5,5.0,2
20180715,0.75,8.0,2
20180714,1.0,6.0,1
20180712,1.0,9.0,1
20180710,1.0,7.0,1
20180709,1.0,10.0,1
20180705,0.5,10.0,1
20180703,1.0,10.0,1
20180702,0.8333333333333334,9.333333333333334,3
20180701,1.0,5.0,1
20180629,0.5,5.0,1
20180627,1.0,10.0,1
20180626,0.5,6.0,2
20180624,0.25,6.0,2
20180623,0.0,2.0,1
20180622,0.5,10.0,1
20180620,1.0,7.0,1
20180619,0.5,6.0,1
20180617,0.5,10.0,1
20180616,1.0,8.5,2
20180614,0.5,8.0,2
20180611,1.0,9.5,2
20180610,1.0,9.0,1
20180606,0.5,10.0,1
20180604,1.0,9.0,1
20180603,1.0,9.0,2
20180531,1.0,7.0,1
20180530,0.5,7.5,2
20180528,0.8333333333333334,9.0,3
