0,1,2,3
20190111,0.5,10.0,1
20190106,0.0,5.0,1
20190104,0.5,6.0,1
20190101,0.5,1.0,1
20181217,1.0,10.0,1
20181216,0.0,7.0,1
20181211,0.0,3.0,1
20181210,0.25,7.5,2
20181204,0.0,1.0,1
20181202,1.0,10.0,1
20181130,0.0,1.0,1
20181128,1.0,8.0,2
20181122,0.5,6.0,1
20181116,0.0,9.0,1
20181115,0.0,5.0,1
20181112,0.0,6.0,1
20181111,0.0,5.0,1
20181106,0.0,10.0,1
20181025,0.5,3.0,1
20181023,0.0,5.0,1
20181020,0.3333333333333333,6.0,3
20181017,0.0,1.0,1
20181011,0.0,3.0,1
20181008,0.0,2.0,1
20181007,0.16666666666666666,4.333333333333333,3
20180926,0.5,4.0,1
20180901,0.0,5.0,1
20180831,0.5,5.0,4
20180829,0.0,1.0,1
20180828,0.75,8.0,2
20180826,0.5,6.8,5
20180810,0.0,6.0,1
20180629,1.0,10.0,1
20180617,1.0,7.0,1
20180606,0.0,7.0,1
20180528,0.3333333333333333,6.0,3
20180520,1.0,9.0,1
20180517,0.5,6.0,1
20180516,0.0,1.0,1
20180507,0.0,4.0,1
20180501,0.0,1.0,1
20180425,0.5,8.0,1
20180415,0.5,4.0,2
20180414,0.75,6.0,2
20180413,0.3333333333333333,4.333333333333333,3
20180407,0.5,2.0,1
20180403,1.0,4.0,1
20180402,1.0,8.0,1
20180401,0.0,4.0,2
20180330,0.5,5.0,1
20180329,0.0,1.0,1
20180325,0.3333333333333333,7.666666666666667,3
20180324,0.0,1.0,1
20180322,0.5,6.0,1
20180318,1.0,6.0,1
20180312,0.5,1.0,1
20180308,0.0,5.0,1
20180306,1.0,8.0,1
20180304,1.0,8.0,1
20180303,0.5,9.0,1
20180302,0.0,7.5,2
20180301,0.0,5.0,1
20180227,1.0,10.0,1
20180226,0.0,9.0,1
20180224,1.0,8.0,1
20180223,0.25,7.75,4
20180218,1.0,10.0,1
20180217,0.0,6.0,2
20180216,0.5,5.5,2
20180215,0.5,1.0,1
20180210,1.0,10.0,1
20180206,0.5,3.0,1
20180205,0.16666666666666666,6.0,3
20180204,0.0,4.0,1
20180202,0.0,6.0,1
20180131,0.0,4.0,1
20180128,0.0,1.0,2
20180126,0.0,4.0,1
20180125,0.0,1.0,1
20180121,0.0,4.0,2
20180120,0.5,8.666666666666666,3
20180119,0.0,2.0,1
20180118,0.5,5.333333333333333,3
20180117,0.3,3.0,5
20180114,0.08333333333333333,4.0,6
20180113,0.3333333333333333,5.0,3
20180112,1.0,10.0,1
20180111,0.25,3.5,2
20180110,0.0,8.0,1
20180109,0.0,5.666666666666667,3
20180108,0.5,7.75,4
20180107,0.5,6.5,2
20180106,0.3333333333333333,4.333333333333333,3
20180105,0.375,5.0,4
20180104,0.5,6.0,4
20180103,0.4,4.6,5
20180102,0.0,1.0,1
20180101,0.4375,6.5,8
20171231,0.4444444444444444,5.777777777777778,9
20171230,0.8333333333333334,8.333333333333334,3
20171229,0.375,5.5,4
20171228,0.0,2.0,1
20171227,0.6666666666666666,7.0,6
20171226,0.25,3.8,10
20171225,0.8,7.8,5
20171224,0.8333333333333334,6.888888888888889,9
20171223,0.4,6.0,5
20171222,0.5714285714285714,6.428571428571429,7
20171221,0.45,5.6,10
20171220,0.5,7.454545454545454,11
20171219,0.45454545454545453,7.363636363636363,11
20171218,0.5,6.545454545454546,11
20171217,0.40476190476190477,6.190476190476191,21
20171216,0.5,6.571428571428571,21
20171215,0.4117647058823529,5.9411764705882355,17
20171214,0.40625,6.46875,32
20171213,0.3695652173913043,5.043478260869565,46
20171212,0.4915254237288136,5.728813559322034,59
20171211,0.43243243243243246,6.175675675675675,74
20171210,0.5265151515151515,6.992424242424242,132
20171209,0.6393939393939394,7.927272727272728,165
20171208,0.7320675105485233,8.396624472573839,237
20171207,0.6391304347826087,7.765217391304348,115
