0,1,2,3
20190112,1.0,10.0,1
20190109,0.3333333333333333,4.666666666666667,3
20190107,0.75,6.0,2
20190106,0.5,5.0,4
20190105,0.0,1.0,1
20190104,0.0,3.5,2
20190103,1.0,9.0,1
20190102,0.0,2.0,2
20190101,0.5,5.0,7
20181231,0.375,6.0,4
20181230,0.625,9.5,4
20181226,0.3333333333333333,6.0,3
20181225,0.5625,7.625,8
20181224,1.0,10.0,1
20181221,1.0,10.0,1
20181220,0.0,6.0,1
20181219,0.5,2.0,1
20181217,0.0,8.0,1
20181215,1.0,10.0,1
20181211,0.0,1.5,2
20181210,0.5,10.0,1
20181209,0.3333333333333333,2.3333333333333335,3
20181206,0.5,3.5,2
20181205,1.0,10.0,1
20181202,0.5,4.5,2
20181201,1.0,10.0,1
20181130,0.6666666666666666,6.0,3
20181129,1.0,7.0,3
20181127,0.0,1.0,1
20181126,1.0,10.0,1
20181125,1.0,9.0,1
20181124,1.0,10.0,1
20181122,0.3333333333333333,4.666666666666667,3
20181121,0.25,2.5,2
20181120,1.0,10.0,1
20181119,0.5,7.0,2
20181118,0.0,4.666666666666667,3
20181116,0.5,7.0,1
20181115,0.0,1.0,1
20181114,0.4,8.2,5
20181113,0.3333333333333333,5.666666666666667,3
20181112,0.5,8.5,2
20181111,0.6666666666666666,3.3333333333333335,3
20181110,0.625,6.0,4
20181109,0.0,1.0,1
20181108,0.6666666666666666,7.0,3
20181106,1.0,9.333333333333334,3
20181104,0.25,5.75,4
20181103,1.0,1.0,1
20181102,0.0,6.0,1
20181031,0.5,9.0,1
20181030,1.0,5.5,2
20181029,1.0,10.0,1
20181028,0.0,5.0,6
20181027,0.5,2.0,2
20181026,0.0,2.6666666666666665,3
20181024,0.0,4.0,2
20181023,0.5,7.166666666666667,6
20181022,0.5,7.0,3
20181021,0.5,5.0,1
20181020,0.47058823529411764,6.529411764705882,17
20181019,0.5,10.0,1
20181018,0.75,10.0,2
20181017,1.0,8.0,1
20181016,0.5,2.0,1
20181015,0.5,5.0,1
20181014,0.75,9.0,2
20181013,0.0,1.0,1
20181012,0.25,5.5,2
20181011,0.25,2.5,2
20181010,0.5,5.5,2
20181009,0.5,5.0,5
20181008,0.0,1.0,1
20181007,0.5,2.0,1
20181006,0.16666666666666666,7.0,3
20181005,0.125,3.25,4
20181004,0.1,4.4,5
20181003,0.45,7.3,10
20181002,0.3333333333333333,7.0,3
20181001,0.5,8.5,2
20180930,0.5,6.333333333333333,3
20180929,0.25,6.5,6
20180928,0.2,3.1,10
20180927,0.5333333333333333,5.266666666666667,15
20180926,0.4620253164556962,6.7974683544303796,79
20180925,0.75,6.0,4
20180924,0.5,5.909090909090909,11
20180923,0.375,6.5,4
20180922,0.5,5.5,2
20180921,0.25,3.3333333333333335,6
20180920,0.5,10.0,1
20180919,0.625,6.75,4
20180918,0.5,1.0,1
20180917,0.5,3.3333333333333335,3
20180916,0.25,8.0,2
20180915,1.0,10.0,2
20180914,0.16666666666666666,5.333333333333333,3
20180913,0.75,6.5,2
20180912,0.5,5.0,2
20180911,1.0,9.0,2
20180910,0.5,5.0,3
20180909,0.5,6.333333333333333,3
20180907,0.375,3.75,4
20180906,0.16666666666666666,1.6666666666666667,3
20180905,0.75,8.875,8
20180904,0.6666666666666666,6.0,3
20180903,0.75,10.0,2
20180901,0.5,7.333333333333333,6
20180831,0.4,4.2,5
