0,1,2,3
20190113,0.6428571428571429,8.0,7
20190112,0.75,10.0,2
20190111,0.875,9.0,4
20190110,0.7,9.4,5
20190109,0.8,9.2,5
20190108,1.0,10.0,1
20190107,0.8571428571428571,9.428571428571429,7
20190106,0.75,7.5,4
20190105,0.5,10.0,5
20190104,0.6875,9.5,8
20190103,0.9166666666666666,9.333333333333334,6
20190102,0.9375,9.75,8
20190101,0.9090909090909091,9.454545454545455,11
20181231,0.8125,9.25,8
20181230,0.8333333333333334,9.666666666666666,6
20181229,0.8125,9.25,8
20181228,0.875,9.625,8
20181227,0.75,9.125,8
20181226,0.7,9.6,10
20181225,0.96875,9.625,16
20181224,0.8,8.5,10
20181223,0.8333333333333334,9.833333333333334,12
20181222,0.75,9.357142857142858,14
20181221,0.75,9.722222222222221,18
20181220,0.5,9.75,4
20181219,0.6333333333333333,9.6,15
20181218,0.8333333333333334,9.777777777777779,9
20181217,0.8333333333333334,7.333333333333333,3
20181216,1.0,9.1,10
20181215,0.75,9.5,10
20181214,0.8076923076923077,9.538461538461538,13
20181213,0.7,9.4,15
20181212,1.0,9.0,1
20181211,0.5,10.0,1
20181208,1.0,9.0,1
20181206,0.5,10.0,1
20181205,0.75,10.0,2
20181203,1.0,10.0,1
20181202,1.0,6.0,1
20181130,1.0,10.0,1
20181126,0.5,10.0,1
20181125,1.0,10.0,1
20181121,1.0,10.0,3
20181120,0.75,7.75,4
20181119,1.0,10.0,1
20181118,1.0,10.0,2
20181115,0.5,10.0,1
20181110,0.75,9.5,2
20181104,1.0,10.0,1
20181103,0.5,10.0,1
20181101,1.0,10.0,1
20181030,1.0,10.0,1
20181029,0.5,10.0,1
20181028,1.0,10.0,1
20181027,1.0,10.0,1
20181023,1.0,8.0,1
20181022,0.5,9.0,1
20181016,1.0,10.0,2
20181009,1.0,10.0,2
20181007,1.0,10.0,1
20181005,0.0,10.0,1
20181004,1.0,10.0,2
20181003,0.5,8.5,2
20181002,1.0,9.6,5
20181001,0.5,10.0,1
20180923,1.0,9.0,1
20180917,0.25,6.0,2
20180916,1.0,10.0,1
20180911,1.0,8.0,1
20180905,0.0,10.0,1
20180901,0.75,10.0,2
20180830,0.9,9.6,5
20180829,1.0,10.0,1
20180828,0.5,10.0,1
20180827,1.0,10.0,1
20180826,1.0,10.0,1
20180822,0.5,10.0,1
20180818,0.5,4.5,2
20180816,1.0,10.0,1
20180815,1.0,10.0,1
20180814,1.0,10.0,1
20180806,0.0,8.0,1
20180805,0.5,10.0,1
20180727,1.0,10.0,1
20180723,0.0,8.0,1
20180721,0.5,9.0,1
20180720,1.0,10.0,1
20180716,1.0,8.0,1
20180708,1.0,10.0,1
20180702,1.0,10.0,1
20180629,0.5,10.0,1
20180627,0.5,10.0,1
20180626,0.5,9.0,1
20180625,0.5,8.0,1
20180623,1.0,10.0,1
20180622,0.0,5.0,1
20180621,0.5,9.5,2
20180620,1.0,8.0,1
20180619,0.5,7.0,1
20180617,1.0,7.0,1
20180615,1.0,10.0,1
20180614,0.8333333333333334,10.0,3
20180610,1.0,10.0,1
20180608,0.0,6.0,1
20180606,0.75,10.0,2
20180602,0.5,10.0,1
20180601,0.75,10.0,2
20180531,1.0,8.0,1
20180530,0.8333333333333334,10.0,3
20180529,0.5,9.0,1
20180528,1.0,9.0,1
20180527,0.6666666666666666,8.666666666666666,3
20180524,1.0,10.0,1
20180523,0.75,9.0,2
20180522,1.0,8.5,2
20180521,1.0,10.0,1
20180520,1.0,10.0,1
20180519,0.5,10.0,1
20180518,0.6666666666666666,9.333333333333334,3
20180517,0.25,9.5,2
20180516,1.0,8.5,2
20180515,1.0,10.0,1
20180514,1.0,10.0,2
20180512,0.8333333333333334,10.0,3
20180510,1.0,10.0,3
20180508,1.0,10.0,1
20180506,0.7857142857142857,9.142857142857142,7
20180505,1.0,10.0,2
20180504,0.0,10.0,1
20180503,0.5,10.0,1
20180502,1.0,9.0,1
20180501,0.5,9.5,2
20180430,1.0,9.5,4
20180429,0.5,9.0,1
20180427,1.0,10.0,1
20180425,1.0,8.0,1
20180424,1.0,8.0,1
20180423,0.75,10.0,2
20180422,1.0,10.0,2
20180421,1.0,10.0,1
20180419,0.75,6.5,2
20180418,1.0,9.0,1
20180417,1.0,10.0,2
20180415,0.5,10.0,1
20180413,1.0,10.0,1
20180408,0.5,9.0,3
20180407,1.0,8.0,1
20180406,0.25,8.5,2
20180404,1.0,10.0,1
20180403,1.0,10.0,1
20180402,0.5,8.0,1
20180401,0.75,10.0,2
20180330,1.0,10.0,1
20180329,1.0,6.0,1
20180327,0.5,10.0,1
20180326,0.5,10.0,1
20180325,0.5,10.0,1
20180324,1.0,9.0,1
20180323,0.75,7.5,2
20180322,1.0,10.0,1
20180320,0.5,10.0,1
20180319,0.5,10.0,2
20180318,0.75,9.5,2
20180317,0.25,9.0,2
20180316,0.75,9.5,2
20180315,1.0,10.0,1
20180314,0.5,9.0,1
20180313,0.8333333333333334,8.666666666666666,3
20180312,0.5,9.25,4
20180311,0.875,10.0,4
20180310,1.0,9.0,2
20180309,1.0,9.5,2
20180308,1.0,8.75,4
20180307,0.9,9.2,5
20180306,1.0,10.0,3
20180305,0.55,8.6,10
20180304,0.6666666666666666,8.88888888888889,9
20180303,0.8333333333333334,9.166666666666666,6
20180302,0.6666666666666666,9.666666666666666,3
20180301,0.75,9.5,4
20180228,1.0,9.0,3
20180227,0.5,9.0,5
20180226,0.8333333333333334,9.666666666666666,3
20180225,0.8,9.6,10
20180224,0.8333333333333334,9.333333333333334,3
20180223,0.5,9.5,4
20180222,0.6,7.2,5
20180221,0.75,9.666666666666666,6
