0,1,2,3
20190113,0.0,2.0,1
20190112,1.0,9.0,1
20190110,0.0,10.0,1
20190109,0.0,3.0,2
20190106,1.0,9.5,2
20190105,1.0,8.0,1
20190104,1.0,10.0,1
20190103,1.0,10.0,1
20190101,1.0,10.0,1
20181231,1.0,10.0,1
20181229,0.0,2.0,1
20181228,1.0,10.0,2
20181225,0.5,10.0,1
20181224,1.0,10.0,2
20181223,1.0,9.0,1
20181222,0.75,10.0,2
20181221,0.5,10.0,1
20181220,0.5,1.0,1
20181219,0.0,5.5,2
20181218,1.0,10.0,1
20181210,1.0,10.0,1
20181209,0.5,2.0,1
20181202,1.0,10.0,1
20181201,0.75,10.0,2
20181130,0.75,7.0,2
20181128,0.5,10.0,1
20181127,1.0,10.0,1
20181124,0.0,10.0,1
20181123,1.0,10.0,1
20181120,1.0,6.0,1
20181116,0.5,10.0,1
20181114,1.0,10.0,1
20181112,1.0,10.0,1
20181107,1.0,10.0,1
20181105,0.75,10.0,2
20181103,1.0,10.0,1
20181101,1.0,10.0,1
20181028,1.0,1.0,1
20181027,0.8333333333333334,8.0,3
20181026,1.0,10.0,1
20181022,0.5,1.0,1
20181020,1.0,9.0,2
20181019,1.0,8.0,1
20181017,1.0,7.0,1
20181016,1.0,10.0,1
20181015,0.0,1.0,1
20181010,1.0,10.0,1
20181009,0.75,9.5,2
20181008,1.0,10.0,1
20181007,0.8333333333333334,9.0,3
20181005,1.0,10.0,1
20181004,0.5,10.0,1
20180930,0.75,9.0,2
20180928,1.0,10.0,1
20180927,1.0,10.0,1
20180926,1.0,10.0,3
20180925,1.0,9.0,1
20180923,1.0,10.0,2
20180920,0.5,9.0,1
20180919,1.0,10.0,1
20180918,0.5,6.0,2
20180916,0.75,9.75,4
20180915,1.0,9.0,1
20180912,1.0,10.0,1
20180909,1.0,9.0,2
20180908,0.5,10.0,2
20180904,0.5,5.5,2
20180903,1.0,10.0,1
20180902,1.0,10.0,1
20180826,0.0,3.0,1
20180818,1.0,10.0,1
20180814,1.0,9.5,2
20180813,0.0,4.0,1
20180812,1.0,10.0,1
20180811,0.5,5.5,2
20180810,0.0,8.0,2
20180808,0.0,10.0,1
20180802,1.0,7.0,1
20180801,0.0,10.0,1
20180720,0.5,6.0,1
20180719,0.5,10.0,1
20180718,1.0,10.0,1
20180717,0.0,6.0,1
20180714,0.0,10.0,1
20180713,1.0,10.0,1
20180710,1.0,7.0,1
20180708,1.0,8.0,1
20180706,0.875,9.25,4
20180705,0.5,6.0,2
20180704,0.5,10.0,1
20180701,0.75,10.0,2
20180626,1.0,7.0,1
20180623,0.5,10.0,1
20180621,0.75,5.5,2
20180620,0.5,7.0,1
20180610,0.6666666666666666,8.333333333333334,6
20180608,1.0,10.0,1
20180604,0.0,6.0,1
20180528,1.0,10.0,1
20180527,1.0,10.0,1
20180525,1.0,10.0,1
20180522,1.0,8.0,1
20180521,1.0,10.0,4
20180519,1.0,10.0,1
20180517,0.5,8.0,1
20180516,1.0,10.0,1
20180513,1.0,10.0,1
20180512,1.0,10.0,1
20180511,1.0,10.0,3
20180504,0.25,10.0,2
20180502,1.0,10.0,2
20180501,0.0,10.0,1
20180425,1.0,10.0,1
20180423,1.0,9.0,1
20180421,1.0,10.0,1
20180419,1.0,10.0,1
