0,1,2
20190112,1.0,10.0
20190111,0.5,10.0
20190107,1.0,10.0
20190104,0.5,10.0
20190103,0.5,10.0
20181230,0.0,10.0
20181229,1.0,10.0
20181226,1.0,10.0
20181222,1.0,1.0
20181220,1.0,10.0
20181218,0.0,5.5
20181211,0.5,10.0
20181210,0.0,10.0
20181206,0.5,10.0
20181202,0.5,10.0
20181126,1.0,10.0
20181124,0.0,10.0
20181122,1.0,10.0
20181118,0.25,10.0
20181112,1.0,10.0
20181104,0.0,10.0
20181031,0.5,10.0
20181027,1.0,10.0
20181025,0.5,10.0
20181024,0.0,10.0
20181023,0.0,10.0
20181013,1.0,10.0
20181005,0.8333333333333334,7.0
20181004,0.75,10.0
20181003,1.0,10.0
20181001,0.5,1.0
20180930,1.0,9.0
20180927,0.5,1.0
20180925,0.5,10.0
20180921,1.0,10.0
20180915,0.0,1.0
20180906,1.0,10.0
20180901,0.5,10.0
20180828,1.0,10.0
20180827,1.0,10.0
20180825,0.0,10.0
20180824,0.5,3.0
20180820,1.0,10.0
20180817,0.5,10.0
20180816,1.0,10.0
20180815,1.0,10.0
20180814,1.0,10.0
20180812,0.75,10.0
20180808,0.5,1.0
20180807,0.0,10.0
20180806,0.5,10.0
20180805,0.25,5.5
20180803,1.0,9.5
20180802,1.0,9.5
20180730,1.0,10.0
20180729,1.0,10.0
20180727,1.0,7.0
20180724,1.0,10.0
20180721,1.0,1.0
20180715,1.0,10.0
20180714,1.0,10.0
20180708,0.5,6.0
20180627,0.0,1.0
20180624,0.25,10.0
20180617,1.0,10.0
20180616,1.0,8.0
20180615,1.0,10.0
20180614,1.0,10.0
20180613,0.5,10.0
20180612,1.0,10.0
20180611,0.75,10.0
20180610,0.5,10.0
20180609,0.0,10.0
20180607,1.0,10.0
20180606,1.0,10.0
20180605,0.5,7.666666666666667
20180604,1.0,10.0
20180602,0.25,1.0
20180531,1.0,10.0
20180530,1.0,10.0
20180529,1.0,10.0
20180528,0.5,1.0
20180527,0.5,8.2
20180526,0.5,10.0
20180525,0.0,5.0
20180523,1.0,10.0
20180522,0.5,10.0
20180520,0.75,10.0
20180518,0.75,10.0
20180516,1.0,10.0
20180513,1.0,10.0
20180512,1.0,10.0
20180511,0.5,10.0
20180509,0.0,10.0
20180508,0.5,10.0
20180507,0.5,10.0
20180506,0.5,10.0
20180505,0.5,10.0
20180503,0.5,10.0
20180502,0.5,10.0
20180430,0.75,4.5
20180429,0.625,7.75
20180428,1.0,10.0
20180427,0.5,9.0
20180425,0.3333333333333333,7.333333333333333
20180422,0.8333333333333334,10.0
20180421,1.0,10.0
20180420,1.0,8.0
20180419,0.5,10.0
20180418,0.5,10.0
20180417,1.0,5.5
20180414,0.5,10.0
20180413,0.5,10.0
20180412,1.0,10.0
20180409,0.5,10.0
20180408,1.0,10.0
20180407,1.0,10.0
20180405,0.5,10.0
20180404,0.0,10.0
20180403,0.5,10.0
20180402,0.25,10.0
20180401,1.0,10.0
20180331,1.0,10.0
20180330,1.0,10.0
20180329,0.6666666666666666,9.333333333333334
20180328,1.0,10.0
20180326,0.6666666666666666,9.666666666666666
20180325,0.6666666666666666,7.0
20180324,0.25,7.75
20180323,0.875,10.0
20180322,0.5,10.0
20180321,1.0,10.0
20180319,0.6666666666666666,10.0
20180318,0.7857142857142857,9.428571428571429
20180317,0.5,10.0
20180316,0.7777777777777778,10.0
20180315,0.5,10.0
20180314,0.75,10.0
20180313,0.5,10.0
20180312,0.6666666666666666,10.0
20180311,0.5625,9.75
20180310,0.8571428571428571,8.428571428571429
20180309,1.0,10.0
20180308,0.6666666666666666,10.0
20180307,0.0,10.0
20180306,0.8333333333333334,10.0
20180305,0.65,9.4
20180304,0.6,9.7
20180303,0.8,10.0
20180302,1.0,10.0
20180301,0.5909090909090909,9.181818181818182
20180228,0.6818181818181818,9.636363636363637
20180227,0.625,8.75
20180226,0.7368421052631579,8.631578947368421
20180225,0.75,9.846153846153847
20180224,0.75,9.75
20180221,0.5,10.0
20180219,0.75,10.0
20180217,1.0,10.0
20180215,1.0,10.0
20180214,0.25,10.0
20180213,0.5,1.0
20180212,1.0,10.0
20180211,0.8333333333333334,9.666666666666666
20180210,0.5,10.0
20180209,0.8,10.0
20180208,1.0,10.0
20180207,0.5,10.0
20180205,0.5,10.0
20180204,0.16666666666666666,6.0
20180203,0.6666666666666666,1.0
20180202,0.75,6.0
20180131,0.0,1.0
20180130,1.0,10.0
20180129,0.25,10.0
20180125,0.75,10.0
20180124,0.75,10.0
20180121,0.6666666666666666,10.0
20180119,0.5,10.0
20180118,0.8333333333333334,10.0
20180117,0.5,10.0
20180116,0.5,10.0
20180115,0.5,10.0
20180113,0.875,10.0
20180112,0.75,5.5
20180111,0.5,10.0
20180110,1.0,10.0
20180109,0.0,1.0
20180108,0.0,10.0
20180107,0.6,8.2
20180106,1.0,10.0
20180105,0.75,10.0
20180104,1.0,10.0
20180103,0.5,10.0
20180102,0.25,5.5
20180101,0.5,10.0
20171230,1.0,10.0
20171229,0.5,10.0
20171228,0.75,10.0
20171226,1.0,10.0
20171225,0.25,10.0
20171224,0.5,10.0
20171223,0.5,9.5
20171222,0.5,10.0
20171221,0.5,10.0
20171220,1.0,10.0
20171219,0.5,1.0
20171218,1.0,10.0
20171217,1.0,10.0
20171216,1.0,10.0
20171214,0.875,7.75
20171213,0.75,5.5
20171212,0.5,1.0
20171211,0.8,10.0
20171210,0.3,9.4
20171209,0.0,10.0
20171208,0.25,6.5
20171207,0.625,7.25
20171206,1.0,10.0
20171205,0.8333333333333334,7.0
20171204,0.5,8.875
20171203,0.4,9.8
20171202,0.7,9.8
20171201,0.25,10.0
20171130,1.0,10.0
20171129,1.0,10.0
20171128,0.5,1.0
20171127,1.0,10.0
20171126,0.4166666666666667,8.5
20171125,0.75,10.0
20171124,0.5,10.0
20171123,0.6,10.0
20171122,0.5833333333333334,10.0
20171121,0.6,8.2
20171120,0.7,10.0
20171119,0.5,9.090909090909092
20171118,0.6153846153846154,8.307692307692308
20171117,0.6,8.2
20171116,0.5,9.444444444444445
20171115,0.625,9.5
20171114,0.6818181818181818,9.181818181818182
20171113,0.5,8.0
20171112,0.75,9.454545454545455
20171111,0.5416666666666666,9.25
20171110,0.5,9.777777777777779
20171109,0.6428571428571429,9.285714285714286
20171108,0.6363636363636364,9.5
20171107,0.5555555555555556,9.0
20171106,0.6739130434782609,8.782608695652174
20171105,0.640625,9.1875
20171104,0.5918367346938775,9.36734693877551
20171103,0.6111111111111112,9.333333333333334
20171102,0.6022727272727273,9.590909090909092
20171101,0.5480769230769231,9.865384615384615
20171031,0.7142857142857143,9.5
20171030,0.6428571428571429,9.666666666666666
20171029,0.5860655737704918,9.639344262295081
20171028,0.6352941176470588,8.658823529411764
20171027,0.5985915492957746,8.732394366197184
20171026,0.5548780487804879,8.634146341463415
20171025,0.5387323943661971,8.035211267605634
20171024,0.4836829836829837,6.216783216783217
20171023,0.4138785625774473,2.902106567534077
20171022,0.7705882352941177,9.352941176470589
20171021,0.8072916666666666,9.59375
20171020,0.7719298245614035,9.894736842105264
20171019,0.78125,9.15
