0,1,2,3
20190113,1.0,10.0,2
20190112,1.0,10.0,1
20190111,0.75,6.5,2
20190108,0.0,10.0,1
20190107,0.5,9.0,1
20190106,1.0,7.0,2
20190105,1.0,2.0,1
20190104,1.0,10.0,2
20190102,0.25,8.0,2
20181231,0.625,7.25,4
20181228,1.0,10.0,1
20181226,1.0,10.0,2
20181225,0.5,10.0,1
20181224,1.0,10.0,1
20181223,0.5,8.5,2
20181221,1.0,10.0,1
20181219,0.25,9.5,2
20181217,1.0,10.0,1
20181216,0.75,10.0,2
20181215,0.5,8.0,1
20181214,1.0,8.0,2
20181213,1.0,9.5,2
20181212,0.5,10.0,1
20181211,0.75,9.5,4
20181209,1.0,8.666666666666666,3
20181208,0.5,7.0,1
20181207,1.0,10.0,1
20181205,1.0,9.0,2
20181204,0.5,8.0,2
20181203,1.0,10.0,1
20181201,0.0,8.0,1
20181130,0.3333333333333333,7.333333333333333,3
20181129,0.6,7.6,5
20181128,0.375,6.5,4
20181127,0.6666666666666666,8.666666666666666,3
20181126,1.0,8.0,1
20181125,1.0,9.0,2
20181124,0.9,9.4,5
20181123,1.0,10.0,1
20181122,1.0,10.0,2
20181121,0.5,8.0,2
20181120,0.0,1.0,1
20181119,1.0,9.0,1
20181118,0.5,9.5,2
20181117,0.6666666666666666,8.666666666666666,3
20181116,1.0,10.0,1
20181113,0.6666666666666666,7.0,3
20181112,1.0,10.0,1
20181111,0.5,5.0,2
20181110,1.0,10.0,1
20181109,0.0,10.0,1
20181108,0.75,6.0,2
20181107,1.0,10.0,1
20181106,0.5,10.0,2
20181105,1.0,4.0,1
20181104,0.5,8.5,2
20181103,1.0,10.0,1
20181102,0.8,8.8,5
20181101,0.3333333333333333,5.0,3
20181027,0.5,7.25,4
20181026,0.0,5.0,1
20181024,0.0,7.0,1
20181023,0.0,4.0,1
20181022,0.25,8.0,2
20181021,0.75,9.0,2
20181020,0.6666666666666666,9.666666666666666,3
20181019,1.0,8.5,2
20181018,0.5,8.5,4
20181016,0.5,10.0,1
20181015,0.0,1.0,1
20181014,0.0,2.0,1
20181013,0.75,5.5,2
20181012,1.0,10.0,1
20181011,0.5,6.0,2
20181007,1.0,10.0,1
20181004,1.0,10.0,1
20181001,0.75,9.5,2
20180929,0.0,10.0,1
