0,1,2,3
20190112,0.5,10.0,1
20190104,0.5,10.0,1
20181213,0.875,8.25,4
20181212,0.5,10.0,2
20181130,0.5,10.0,1
20181116,0.0,10.0,1
20181114,1.0,10.0,1
20181104,1.0,10.0,1
20181026,1.0,10.0,1
20181021,0.5,6.0,1
20181011,0.5,10.0,1
20180914,1.0,10.0,1
20180913,1.0,10.0,1
20180912,0.5,7.0,1
20180906,1.0,10.0,1
20180828,0.5,10.0,1
20180826,1.0,8.0,1
20180715,1.0,10.0,1
20180706,0.75,10.0,2
20180702,1.0,9.0,1
20180624,0.0,10.0,1
20180610,1.0,10.0,1
20180607,0.5,10.0,1
20180525,1.0,10.0,1
20180518,1.0,10.0,1
20180516,1.0,10.0,1
20180506,0.75,10.0,2
20180424,1.0,10.0,1
20180415,0.5,10.0,1
20180408,1.0,8.0,1
20180405,0.5,10.0,1
20180316,1.0,10.0,1
20180315,0.5,9.0,1
20180224,0.0,10.0,1
20180219,1.0,10.0,1
20180128,1.0,10.0,1
20180127,0.0,8.0,1
20180125,1.0,10.0,2
20180118,0.0,6.0,1
20180114,0.0,6.0,2
20180106,1.0,8.0,1
20180105,1.0,10.0,1
20180104,1.0,9.0,1
20180103,1.0,10.0,1
20180102,0.0,7.0,1
20171226,0.5,10.0,1
20171225,1.0,7.0,1
20171224,1.0,10.0,1
20171213,0.5,7.0,2
20171207,0.5,8.5,2
20171205,1.0,10.0,2
20171204,0.5,7.5,2
20171203,0.0,1.0,1
20171202,1.0,10.0,1
20171201,0.75,10.0,2
20171130,1.0,9.0,1
20171129,0.5,9.666666666666666,3
20171123,1.0,3.0,1
20171119,1.0,10.0,1
20171116,1.0,10.0,1
20171111,0.5,10.0,1
20171027,0.5,9.0,1
20171022,1.0,10.0,1
20171014,1.0,10.0,1
20171006,0.5,10.0,1
20170918,1.0,10.0,1
20170913,1.0,10.0,2
20170905,1.0,8.0,1
20170903,1.0,8.0,1
20170902,1.0,8.0,1
20170828,1.0,9.0,1
20170824,0.0,5.0,1
20170805,0.0,10.0,1
20170731,1.0,10.0,1
20170730,0.5,10.0,1
20170722,1.0,10.0,1
20170719,1.0,10.0,1
20170718,1.0,10.0,1
20170714,0.0,10.0,1
20170623,0.5,1.0,1
20170617,1.0,10.0,1
20170522,1.0,10.0,1
20170513,0.5,6.0,1
20170509,1.0,10.0,1
20170427,0.5,8.0,1
20170419,1.0,9.0,1
20170409,1.0,10.0,1
20170329,1.0,10.0,1
20170323,1.0,10.0,1
20170226,0.5,10.0,1
20170202,1.0,10.0,1
20170127,1.0,10.0,1
20170125,0.5,10.0,1
20170121,1.0,10.0,1
20170118,1.0,10.0,1
20170110,0.0,10.0,1
20161226,0.5,8.5,2
20161220,1.0,10.0,1
20161214,1.0,8.5,2
20161212,1.0,10.0,1
20161129,1.0,10.0,1
20161107,0.5,10.0,1
20161025,0.5,8.0,1
20161001,0.0,1.0,1
20160928,0.5,10.0,1
20160923,0.25,6.5,2
20160818,1.0,10.0,1
20160815,0.5,7.0,1
20160811,0.5,8.0,1
20160727,0.5,10.0,2
20160724,0.5,8.0,1
20160722,1.0,10.0,1
20160718,0.75,9.0,2
20160711,1.0,10.0,1
20160710,1.0,10.0,1
20160705,0.0,10.0,1
20160625,0.5,5.0,1
20160622,0.0,10.0,1
20160609,1.0,8.0,1
20160604,1.0,7.0,1
20160527,1.0,10.0,1
20160510,0.5,10.0,1
20160425,0.0,10.0,1
20160415,0.0,7.0,1
20160413,1.0,10.0,1
20160412,0.0,1.0,1
20160406,0.0,3.0,1
20160327,1.0,10.0,1
20160319,0.0,10.0,1
20160316,0.5,10.0,1
20160313,1.0,8.0,1
20160309,1.0,9.0,1
20160305,1.0,10.0,2
20160228,1.0,10.0,1
20160220,0.5,10.0,1
20160206,0.0,1.0,1
20160205,1.0,9.0,1
20160201,0.5,10.0,1
20160109,1.0,10.0,1
20160108,1.0,10.0,1
20160106,1.0,10.0,1
20160102,1.0,10.0,1
20160101,1.0,9.5,4
20151222,0.5,10.0,1
20151221,0.5,10.0,1
20151220,1.0,9.0,1
20151219,0.5,10.0,1
20151215,0.5,10.0,2
20151213,1.0,10.0,2
20151211,1.0,10.0,1
20151209,1.0,10.0,1
20151203,1.0,10.0,2
20151201,0.0,9.0,1
