0,1,2,3
20190113,1.0,9.5,2
20190112,0.5,10.0,1
20190111,1.0,10.0,1
20190110,0.25,10.0,2
20190109,1.0,10.0,1
20190108,1.0,10.0,1
20190107,1.0,10.0,1
20190106,0.5,6.5,2
20190105,1.0,10.0,2
20181229,0.5,6.0,1
20181228,1.0,10.0,1
20181227,0.5,6.0,1
20181225,1.0,9.0,2
20181224,1.0,7.0,1
20181218,0.0,2.0,1
20181216,1.0,10.0,1
20181215,1.0,10.0,1
20181214,0.5,8.0,1
20181213,0.0,1.0,1
20181210,1.0,10.0,1
20181207,1.0,10.0,1
20181130,0.5,10.0,1
20181127,1.0,10.0,1
20181125,0.5,10.0,1
20181122,0.5,10.0,1
20181121,0.5,10.0,1
20181119,1.0,10.0,1
20181118,0.5,7.0,1
20181115,0.5,10.0,1
20181113,0.25,8.25,4
20181111,1.0,10.0,1
20181110,0.5,6.0,1
20181109,1.0,10.0,1
20181108,0.0,9.0,1
20181106,1.0,7.0,1
20181105,1.0,10.0,1
20181102,1.0,10.0,1
20181028,0.0,10.0,1
20181025,0.5,10.0,1
20181022,1.0,10.0,1
20181021,0.5,10.0,1
20181019,1.0,8.5,2
20181017,0.5,9.0,3
20181016,0.5,8.0,2
20181014,1.0,9.0,1
20181008,0.5,8.5,2
20181007,1.0,7.0,1
20181004,0.5,8.0,1
20181003,1.0,7.5,2
20180930,1.0,10.0,1
20180928,0.5,9.0,2
20180927,0.0,1.0,1
20180924,1.0,4.0,1
20180916,0.3333333333333333,8.666666666666666,3
20180914,1.0,8.0,1
20180913,0.0,1.0,1
20180912,1.0,10.0,1
20180911,0.75,9.0,2
20180909,0.0,4.0,1
20180907,0.5,8.5,2
20180904,0.5,9.0,2
20180903,0.0,4.0,1
20180902,0.0,10.0,1
20180831,0.0,10.0,1
20180829,1.0,10.0,1
20180828,1.0,10.0,1
20180827,0.75,10.0,2
20180826,0.5,9.0,2
20180825,1.0,10.0,1
20180824,0.0,10.0,1
20180820,0.5,9.0,2
20180818,1.0,10.0,1
20180816,0.5,10.0,1
20180814,1.0,10.0,1
20180812,0.5,10.0,1
20180811,0.5,7.8,5
20180810,0.8333333333333334,8.333333333333334,3
20180807,1.0,10.0,1
20180806,1.0,10.0,2
20180805,0.8,7.0,5
20180804,1.0,7.0,1
20180803,0.0,10.0,1
20180802,1.0,8.0,1
20180730,0.0,10.0,1
20180726,0.25,5.5,2
20180724,1.0,10.0,1
20180722,0.0,3.0,1
20180721,0.75,9.5,2
20180720,1.0,10.0,1
20180717,1.0,8.0,1
20180716,0.5,10.0,1
20180715,0.5,7.0,2
20180714,1.0,10.0,1
20180713,0.5,5.5,2
20180709,1.0,10.0,1
20180708,0.0,7.0,3
20180707,0.5,8.0,2
20180706,0.0,10.0,1
20180705,1.0,8.0,2
20180704,1.0,10.0,1
20180703,0.5,10.0,1
20180701,0.5,5.0,1
20180629,0.5,8.0,1
20180627,1.0,10.0,2
20180626,0.75,10.0,2
20180625,0.0,2.0,1
20180624,0.5,7.0,1
20180619,0.0,10.0,1
20180616,0.6666666666666666,9.333333333333334,3
20180615,0.0,4.0,1
20180613,0.25,5.5,2
20180610,1.0,10.0,2
20180609,0.0,1.0,1
20180608,0.75,10.0,2
20180606,0.3333333333333333,8.333333333333334,3
20180605,1.0,10.0,2
20180604,1.0,10.0,2
20180603,0.5,8.5,2
20180602,0.75,10.0,2
20180601,0.6666666666666666,6.666666666666667,3
20180531,1.0,6.0,1
20180527,1.0,10.0,1
20180526,0.25,7.0,2
20180525,1.0,9.0,1
20180524,1.0,9.0,2
20180523,0.6,8.2,5
20180522,1.0,10.0,4
20180521,0.75,9.75,4
20180520,1.0,9.714285714285714,7
20180519,0.875,8.5,4
20180518,0.75,9.5,4
20180517,1.0,9.0,2
20180516,1.0,9.0,4
20180515,1.0,9.8,5
20180514,0.75,10.0,2
20180513,0.9,9.6,10
20180512,0.75,9.0,6
20180511,0.6666666666666666,10.0,3
20180510,0.75,8.0,4
20180509,0.6,8.2,5
20180508,1.0,10.0,2
20180507,0.6363636363636364,8.636363636363637,11
20180506,0.7222222222222222,9.666666666666666,9
20180505,0.875,9.375,8
20180504,0.625,7.0,4
20180503,0.6428571428571429,9.0,7
20180502,0.6666666666666666,10.0,6
20180501,0.6875,9.1875,16
20180430,0.7272727272727273,9.363636363636363,11
20180429,0.75,8.75,12
20180428,0.5384615384615384,8.846153846153847,13
20180427,0.8333333333333334,9.333333333333334,6
20180426,0.6923076923076923,8.615384615384615,13
20180425,0.75,8.833333333333334,12
20180424,0.5,10.0,1
20180423,0.5,8.2,5
20180422,0.8333333333333334,8.333333333333334,3
20180421,0.75,9.5,2
20180420,0.75,7.0,2
20180419,0.75,8.0,2
20180418,1.0,9.5,2
20180417,0.875,7.5,4
20180416,0.2,7.4,5
20180415,0.3333333333333333,6.666666666666667,3
20180414,1.0,9.333333333333334,3
20180412,0.7,7.6,5
20180410,0.625,8.75,4
20180409,0.875,9.0,4
20180408,0.5,8.0,1
20180407,0.75,8.0,2
20180406,0.16666666666666666,9.333333333333334,3
20180405,1.0,10.0,2
20180404,0.5,7.0,3
20180402,0.8,9.0,5
20180401,0.16666666666666666,8.0,3
20180331,0.75,9.0,2
20180330,0.5,9.0,2
20180329,0.5,9.142857142857142,7
20180328,0.5,9.0,2
20180327,0.5,10.0,2
20180326,1.0,9.0,1
20180325,0.5,8.0,3
20180324,0.8,8.4,5
20180323,0.4166666666666667,8.166666666666666,6
20180322,1.0,8.0,3
20180321,1.0,10.0,1
20180320,0.6666666666666666,6.333333333333333,3
20180319,1.0,8.0,1
20180318,0.75,8.5,6
20180317,0.6666666666666666,9.666666666666666,3
20180316,0.75,10.0,4
20180313,1.0,8.666666666666666,3
20180312,0.9375,7.875,8
20180311,0.875,9.125,8
20180310,0.6,7.6,5
20180309,0.8,9.6,5
20180308,0.7142857142857143,8.571428571428571,7
