0,1,2,3
20190113,0.75,9.0,2
20190112,0.3333333333333333,4.0,3
20190111,0.5,6.0,3
20190110,0.75,5.5,2
20190108,0.0,10.0,1
20190107,0.0,1.0,1
20190106,0.5,5.5,2
20190105,0.0,1.0,1
20190104,0.3333333333333333,10.0,3
20190102,0.6666666666666666,7.666666666666667,6
20190101,0.5543478260869565,8.434782608695652,46
20181230,0.5,1.0,1
20181229,0.8333333333333334,9.333333333333334,3
20181228,0.75,10.0,2
20181227,0.5,5.5,2
20181225,0.5,10.0,2
20181223,0.0,1.0,2
20181222,0.5833333333333334,7.916666666666667,12
20181220,1.0,9.0,2
20181219,0.55,9.1,10
20181216,1.0,10.0,1
20181214,1.0,10.0,1
20181212,0.0,1.0,1
20181211,0.5,7.0,1
20181210,0.5,10.0,1
20181209,1.0,10.0,1
20181208,0.5,7.076923076923077,13
20181207,1.0,10.0,1
20181206,0.6666666666666666,10.0,3
20181205,0.5,6.0,1
20181201,0.25,10.0,2
20181129,0.75,7.5,4
20181128,0.75,8.0,4
20181127,0.75,5.5,2
20181126,0.8333333333333334,9.0,3
20181125,1.0,10.0,1
20181124,0.25,8.5,2
20181123,1.0,10.0,1
20181122,0.4375,6.375,8
20181121,0.0,1.0,1
20181119,1.0,10.0,2
20181118,0.75,10.0,2
20181113,0.0,10.0,1
20181112,0.25,1.0,2
20181110,1.0,10.0,1
20181109,0.5,6.944444444444445,18
20181108,0.0,1.0,1
20181106,0.25,9.5,2
20181105,0.8333333333333334,9.666666666666666,3
20181104,0.5,7.75,4
20181103,1.0,10.0,2
20181102,1.0,9.0,1
20181101,0.46875,6.625,16
20181031,1.0,2.0,1
20181029,0.5,8.0,1
20181028,0.6388888888888888,8.444444444444445,18
20181027,0.8333333333333334,7.0,3
20181026,0.6666666666666666,6.333333333333333,3
20181025,1.0,10.0,1
20181024,0.25,5.5,2
20181023,0.0,8.0,1
20181021,0.7272727272727273,7.636363636363637,11
20181020,0.3181818181818182,6.181818181818182,11
20181019,1.0,10.0,1
20181018,1.0,10.0,1
20181017,1.0,8.0,1
20181016,0.6153846153846154,8.0,13
20181015,0.21428571428571427,7.428571428571429,7
20181014,0.7368421052631579,8.5,38
20181013,0.5714285714285714,7.928571428571429,28
20181012,0.5,5.666666666666667,6
20181011,0.75,10.0,2
20181009,1.0,10.0,1
20181008,0.75,8.5,2
20181007,0.5,4.666666666666667,3
20181006,0.0,9.0,2
20181005,0.0,7.0,1
20181004,0.5,10.0,1
20181002,0.5,10.0,1
20180930,0.5,9.2,5
20180929,0.5,6.8,5
20180928,0.5,7.625,8
20180927,0.6507936507936508,8.984126984126984,189
20180926,0.45,7.166666666666667,60
20180925,0.7222222222222222,8.777777777777779,9
20180924,0.8055555555555556,9.38888888888889,18
20180923,0.5,4.0,3
20180922,0.75,9.0,2
20180921,1.0,10.0,2
20180920,0.5,10.0,2
20180919,0.25,8.0,2
20180918,0.5,10.0,1
20180917,1.0,9.0,2
20180916,0.5,8.0,2
20180915,0.5,7.0,3
20180914,0.0,10.0,1
20180912,0.5,10.0,1
20180907,0.5,8.0,1
20180906,0.25,10.0,2
20180905,0.5,10.0,1
20180904,0.75,3.5,2
20180901,0.0,3.0,1
20180830,1.0,9.25,4
20180829,0.375,9.25,4
20180828,0.5,1.0,2
20180827,0.0,1.0,1
20180826,1.0,10.0,2
20180825,0.0,10.0,1
20180822,1.0,10.0,1
20180821,1.0,2.0,1
20180820,0.75,5.5,2
20180819,0.75,9.25,4
20180818,1.0,10.0,3
20180817,0.75,8.5,2
20180816,1.0,10.0,1
20180815,0.0,5.0,1
20180814,0.6666666666666666,8.666666666666666,3
