0,1,2,3
20190113,0.5,7.0,1
20190111,0.5,7.5,2
20190110,1.0,9.0,2
20190107,0.6666666666666666,7.333333333333333,3
20190106,1.0,10.0,2
20190105,0.5,9.125,8
20190103,0.5,1.0,1
20190102,0.6363636363636364,8.0,11
20190101,0.5555555555555556,6.277777777777778,18
20181231,0.40384615384615385,6.153846153846154,26
20181230,0.0,1.0,2
20181229,1.0,8.0,1
20181228,0.0,1.0,1
20181225,0.3333333333333333,8.666666666666666,3
20181224,1.0,10.0,1
20181221,0.5,5.5,2
20181219,1.0,10.0,1
20181216,1.0,10.0,1
20181215,0.0,2.0,1
20181213,0.5,1.5,2
20181211,0.0,9.0,1
20181210,1.0,10.0,1
20181206,1.0,10.0,1
20181204,1.0,10.0,1
20181203,0.0,8.0,1
20181201,0.0,10.0,1
20181129,0.0,8.0,1
20181127,0.5,6.0,1
20181126,1.0,8.0,1
20181124,0.75,4.5,2
20181123,1.0,9.0,1
20181122,0.5,8.0,1
20181121,0.8333333333333334,5.666666666666667,3
20181119,0.0,1.0,2
20181117,1.0,8.0,1
20181116,1.0,6.0,1
20181110,0.0,7.0,1
20181109,1.0,10.0,1
20181108,1.0,8.0,1
20181105,0.5,8.0,1
20181102,0.0,1.0,2
20181101,0.0,10.0,1
20181030,0.25,1.75,4
20181028,0.25,3.5,2
20181027,1.0,10.0,1
20181025,1.0,10.0,1
20181024,1.0,6.0,1
20181022,0.5,2.0,1
20181020,1.0,10.0,1
20181016,0.5,6.5,2
20181015,0.0,2.0,1
20181013,1.0,10.0,1
20181010,0.0,5.0,1
20181007,1.0,10.0,1
20181006,1.0,10.0,1
20181005,0.75,8.5,2
20181004,0.25,8.5,2
20181003,1.0,6.0,1
20181002,1.0,10.0,1
20181001,0.5,10.0,1
20180930,0.0,1.0,1
20180927,0.5,8.0,1
20180926,0.0,2.0,1
20180922,0.0,7.0,1
20180921,0.0,6.0,1
20180920,0.0,1.0,1
20180917,1.0,9.0,1
20180916,0.5,10.0,2
20180915,1.0,10.0,2
20180913,1.0,10.0,1
20180910,0.75,6.0,2
20180909,1.0,8.0,1
20180907,1.0,10.0,1
20180905,0.0,1.0,1
20180904,1.0,8.0,1
20180901,0.75,5.5,2
20180831,0.5,9.0,1
20180830,0.0,1.0,1
20180826,1.0,10.0,1
20180825,0.25,3.5,2
